City_Id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
310,utrik,11.2278,169.8474,27.4,84,100,7.91,MH,1699737583
311,lesnikovo,55.2822,65.3175,3.21,91,89,2.79,RU,1699737583
312,tarnby,55.6303,12.6004,7.99,91,100,1.54,DK,1699737584
313,farasan,16.7022,42.1183,29.44,66,6,4.32,SA,1699737584
314,shakawe,-18.3667,21.85,27.32,27,56,1.72,BW,1699737584
315,bikenibeu village,1.3673,173.1241,27.98,89,100,5.66,KI,1699737584
316,pacific grove,36.6177,-121.9166,23.47,49,0,3.09,US,1699737374
317,port saint john's,-31.6229,29.5448,19.78,87,98,6.41,ZA,1699737584
318,nuuk,64.1835,-51.7216,-4.66,74,39,4.63,GL,1699737472
319,rabaul,-4.1967,152.1721,25.73,78,88,5.15,PG,1699737431
320,lamu,-2.2717,40.902,24.12,84,23,2.65,KE,1699737585
321,fort st. john,56.2499,-120.8529,4.94,60,75,5.66,CA,1699737585
322,karratha,-20.7377,116.8463,22.75,61,5,5.4,AU,1699737585
323,siwa oasis,29.2041,25.5195,21.78,49,0,0.86,EG,1699737585
324,chalatenango,14.0333,-88.9333,31.98,75,42,0.33,SV,1699737585
325,along,28.1667,94.7667,13.87,70,4,0.79,IN,1699737450
326,saint-pierre,-21.3393,55.4781,22.82,83,75,2.06,RE,1699737586
327,rivera,-30.9053,-55.5508,26.69,87,76,1.78,UY,1699737357
328,fayetteville,35.0527,-78.8784,11.51,88,100,2.06,US,1699737311
329,egilsstadir,65.2653,-14.3948,-8.05,93,0,3.09,IS,1699737586
330,coxen hole,16.3244,-86.5366,29.6,84,20,3.09,HN,1699737586
331,tikrit,34.6071,43.6782,21.98,33,93,2.34,IQ,1699737586
332,port-vila,-17.7338,168.3219,21.78,94,100,2.06,VU,1699737587
333,rocha,-34.4833,-54.3333,21.72,68,0,3.83,UY,1699737511
334,brokopondo,4.75,-55.1667,30.69,60,65,3.76,SR,1699737587
335,nogliki,51.8333,143.1667,-10.37,80,97,6.71,RU,1699737587
336,gisborne,-38.6533,178.0042,17.18,55,0,1.27,NZ,1699737587
337,pekanbaru,0.5333,101.45,25.18,100,89,2.06,ID,1699737587
338,qarqaraly,49.4058,75.4742,3.21,86,100,4.66,KZ,1699737588
339,cole harbour,44.6724,-63.4751,3.87,88,64,2.24,CA,1699737588
340,nadi,-17.8,177.4167,29.0,58,75,4.63,FJ,1699737588
341,san patricio,28.017,-97.5169,15.97,88,100,2.94,US,1699737588
342,canico,32.6333,-16.85,22.35,82,75,2.57,PT,1699737588
343,kruisfontein,-34.0033,24.7314,15.07,78,7,7.44,ZA,1699737588
344,riviere-du-loup,47.8304,-69.5342,0.49,69,86,1.54,CA,1699737526
345,pontes e lacerda,-15.2261,-59.3353,36.22,31,88,1.7,BR,1699737589
346,kamaishi,39.2667,141.8833,4.45,78,44,2.15,JP,1699737368
347,ofunato,39.0717,141.7167,3.85,85,42,2.76,JP,1699737589
348,lazaro cardenas,17.9583,-102.2,29.64,67,4,3.85,MX,1699737589
349,uyskoye,54.3775,60.0047,3.69,97,100,3.42,RU,1699737589
350,sola,-13.8833,167.55,25.37,94,100,6.69,VU,1699737589
351,coquimbo,-29.9533,-71.3436,17.85,63,0,6.69,CL,1699737589
352,reggane,26.7158,0.1714,25.34,21,0,4.86,DZ,1699737590
353,traverse city,44.7631,-85.6206,7.11,66,100,2.06,US,1699737379
354,hovd,48.0056,91.6419,-5.61,98,100,0.94,MN,1699737342
355,kataba,13.9833,44.3833,15.9,61,54,1.42,YE,1699737590
356,saint-leu,-21.15,55.2833,22.48,81,20,5.48,RE,1699737590
357,boa vista,2.8197,-60.6733,34.99,41,40,3.6,BR,1699737590
358,nova sintra,14.8667,-24.7167,22.78,70,35,5.39,CV,1699737590
359,alofi,-19.0595,-169.9187,22.94,94,100,8.75,NU,1699737590
360,paranhos,-23.8928,-55.4311,34.07,36,74,3.27,BR,1699737590
361,san luis de la loma,17.2706,-100.8939,29.66,71,14,2.27,MX,1699737591
362,ubinskoye,55.3068,79.6802,0.18,97,100,2.85,RU,1699737591
363,vylkove,45.4021,29.586,13.63,65,31,8.81,UA,1699737591
